Game,TCP,UDP,
Synology DS409+,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology DS409slim,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology DS410,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology DS410j,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology DS411,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology DS411+,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology DS411+II,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology DS411j,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology DS411slim,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology DS412+,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology DS413,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology DS413j,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology DS508,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology DS509+,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology DS710+,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology DS712+,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology DS713+,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology DS715,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology DS916+,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology RS-406,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology RS212,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology RS2211+,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology RS2211RP+,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology RS2212+,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology RS2212RP+,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology RS3411xs,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology RS3412RPxs,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology RS3412xs,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology RS407,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology RS408,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology RS408-RP,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology RS409,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology RS409+,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology RS409RP+,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology RS411,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology RS810+,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology RS810RP+,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology RS812,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology RS812+,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology RS812RP+,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Synology USB Station,"20-22, 25, 80, 110-111, 137-139, 143, 443, 445, 548, 873, 892, 993, 995, 2049, 3260, 4672, 5000-5001, 5005-5006, 5432, 6881-6999, 7000-7001, 9997-9999, 55536-55663, 55736-55863","25, 110-111, 137-139, 143, 445, 892, 993, 995, 2049, 4662, 4672, 5432, 6881-6999, 9997-9999",
Syntech 16CH DVR - DW1162A,"80, 9000, 18004","9000, 18004",
Syntech 4CH DVR - DW1041,"80, 9000, 18004","9000, 18004",
Syntech 8CH DVR - DW1081A,"80, 9000, 18004","9000, 18004",
System Shock 3 Steam,"4380, 27000-27031, 27036","27015-27030, 27036-27037",
T.120 Data sharing,1503,,
Table Top Racing World Tour Playstation 4,"80, 443, 1935, 3478-3480",3478-3479,
Tabletop Simulator,11155,"3478, 4379-4380, 11155",
Tablo Connect DVR,"80, 8887",,
Tachyon: The Fringe,2766,,
Tacoma Xbox One,3074,"88, 500, 3074, 3544, 4500",
Taiko no Tatsujin: Drum 'n' Fun! Switch,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Taiko no Tatsujin: Drum Session! Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Tales from the Borderlands Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Tales from the Borderlands Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Tales from the Borderlands Xbox 360,3074,"88, 3074",
Tales from the Borderlands Xbox One,3074,"88, 500, 3074, 3544, 4500",
Tales of Berseria Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Tales of Berseria Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Tales of Berseria Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Tales of Graces Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Tales of Graces Wii,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Tales of Monkey Island Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Tales of Monkey Island Wii,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Tales of Pirates,"21, 1983",,
Tales of Vesperia Xbox 360,3074,"88, 3074",
Tales of Vesperia Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Tales of Vesperia Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Tales of Vesperia Xbox One,3074,"88, 500, 3074, 3544, 4500",
Tales of Vesperia Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Tales of Vesperia Switch,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Tales of Xillia Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Tales of Xillia 2 Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Tales of Zestiria Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Tales of Zestiria Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Tales of Zestiria Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Talisman: Digital Edition Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Talisman: Prologue Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Talisman: The Horus Heresy Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Talkit Home Phone,"5060-5061, 6060-6061, 13000-13001","5060-5061, 6060-6061, 13000-13001",
TalkSwitch,"80, 9393","69, 5060, 6000-6006, 6010-6016, 6020-6026, 6030-6036",
Talon DVR,"80, 3000-3007, 8800","80, 3000-3007, 8800",
Tamago,9000,9000,
Tamagotchi: Party On! Wii,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Tangledeep Switch,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Tangledeep Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Tannenberg Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Team Fortress 2,27014-27050,"3478-4380, 27000-27030",
Team Sonic Racing Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Team Sonic Racing Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Team Sonic Racing Switch,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Team Sonic Racing Xbox One,3074,"88, 500, 3074, 3544, 4500",
TeamSpeak,"10011, 30033",9987,
TeamSpeak 2 Server,"14534, 51234",8767,
TeamSpeak 3 Server,"10011, 30033",9987,
Teamviewer,5900,,
Tearaway: Unfolded Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Tears to Tiara Kakan no Daichi Playstation 3,5223,"5223, 3478, 3479, 3658",
TED - The Energy Detective,80,,
Teenage Mutant Ninja Turtles Xbox 360,3074,"88, 3074",
Teenage Mutant Ninja Turtles (2013) Xbox 360,3074,"88, 3074",
Teenage Mutant Ninja Turtles (2013) Wii,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Teenage Mutant Ninja Turtles: Danger of the Ooze Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Teenage Mutant Ninja Turtles: Danger of the Ooze Xbox 360,3074,"88, 3074",
Teenage Mutant Ninja Turtles: Mutants in Manhattan,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Teenage Mutant Ninja Turtles: Mutants in Manhattan Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Teenage Mutant Ninja Turtles: Mutants in Manhattan Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Teenage Mutant Ninja Turtles: Mutants in Manhattan Xbox 360,3074,"88, 3074",
Teenage Mutant Ninja Turtles: Mutants in Manhattan Xbox One,3074,"88, 500, 3074, 3544, 4500",
Teenage Mutant Ninja Turtles: Out of the Shadows,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Teenage Mutant Ninja Turtles: Out of the Shadows Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Teenage Mutant Ninja Turtles: Out of the Shadows Xbox 360,3074,"88, 3074",
Teenage Mutant Ninja Turtles: Smash-Up Wii,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Teenage Mutant Ninja Turtles: Training Lair Xbox 360,3074,"88, 3074",
Teenage Mutant Ninja Turtles: Turtles in Time Re-Shelled Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Teenage Mutant Ninja Turtles: Turtles in Time Re-Shelled Xbox 360,3074,"88, 3074",
Tekken 5: Dark Resurrection Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Tekken 6 Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Tekken 6 Xbox 360,3074,"88, 3074",
Tekken 7 Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Tekken 7 Xbox One,3074,"88, 500, 3074, 3544, 4500",
Tekken 7 Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Tekken Tag Tournament 2 Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Tekken Tag Tournament 2 Xbox 360,3074,"88, 3074",
TELNET,23,23,
Tempest Xbox 360,3074,3074,
Tencent QQ,"8000, 8001",,
Tenchu Z Xbox 360,3074,"88, 3074",
Tenchu: Shadow Assassins Wii,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Tenvis JPT3815,80,,
Tenvis MINI319,80,,
Tenvis MINI319+,80,,
Tenvis MINI319W,80,,
Tenvis MINI319W+,80,,
TERA,10001,,
TERA Playstation 4,"1935, 3478-3480, 7801, 10001","3074, 3478-3479, 7801",
TERA Xbox One,"3074, 7801, 10001","88, 500, 3074, 3544, 4500, 7801",
Terminal Services,3389,,
Terminator Salvation Playstation 3,5223,"5223, 3478, 3479, 3658",
Terminator Salvation Xbox 360,3074,3074,
Terraria,7777,7777,
Tesco Internet Phone,4569,,
Tesla vs Lovecraft Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Tesla vs Lovecraft Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Tesla vs Lovecraft Switch,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Tesla vs Lovecraft Xbox One,3074,"88, 500, 3074, 3544, 4500",
Test App 1,User Specified Ports,,
Test App 1,12,,
Test App 1 Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Test App 1 Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Test App 2,"3000, 5670, 7777, 7000-7100",,
Test Drive Unlimited,"6667, 9961, 17475, 27000-30000","8880-8890, 9961, 17475, 27000-30000",
Test Drive Unlimited Xbox 360,3074,"88, 3074",
Test Drive Unlimited 2,"3478, 8889","3478, 8889",
Test Drive Unlimited 2 Xbox 360,3074,"88, 3074",
Test Drive Unlimited 2 Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Test Drive: Ferrari Racing Legends,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Test Drive: Ferrari Racing Legends Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Test Drive: Ferrari Racing Legends Xbox 360,3074,"88, 3074",
Test2 Xbox One,3074,"88, 500, 3074, 3544, 4500",
Test2 Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Test2 Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Tethered,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Tethered Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Tetris 99 Switch,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Tetris Effect Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Tetris Evolution Xbox 360,3074,"88, 3074",
Tetris Splash Xbox 360,3074,3074,
Tetris The Grand Master Ace Xbox 360,3074,3074,
Tetris Ultimate Playstation 4,"80, 443, 1935, 3478-3480",3478-3479,
Tetris Ultimate Xbox One,"53, 80, 3074","53, 88, 500, 3074, 3544, 4500",
Texas Hold 'em Xbox 360,3074,"88, 3074",
The 25th Ward: The Silver Case Playstation 4,"1935, 3478-3480","3074, 3478-3479",
The Agency Playstation 3,5223,"5223, 3478, 3479, 3658",
The All-Seeing Eye,"6668, 9102, 27243-27245, 40000-43000","7776, 8888-8891, 8878, 9011, 9102-9103, 9106-9107, 27243-27245, 41006, 44000, 45000-45001",
The Amazing Spider-Man Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
The Amazing Spider-Man Wii,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
The Amazing Spider-Man Xbox 360,3074,"88, 3074",
The Amazing Spider-Man 2 Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
The Amazing Spider-Man 2 Playstation 4,"1935, 3478-3480","3074, 3478-3479",
The Amazing Spider-Man 2 Xbox 360,3074,"88, 3074",
